Section,Distance (km),Sub Distance (km),GNaverage,Latitude,Longtitude
0101100R01,26.593,5.665,0.400000006,13.7318397,100.5517245
0101100R01,26.598,5.66,0.400000006,13.7318845,100.5517198
0101100R01,26.603,5.655,0.416666657,13.7319295,100.5517151
0101100R01,26.608,5.65,0.379999995,13.7319745,100.5517104
0101100R01,26.613,5.645,0.419999987,13.7320192,100.5517054
0101100R01,26.618,5.64,0.426666647,13.7320642,100.5517001
0101100R01,26.623,5.635,0.419999987,13.7321089,100.5516948
0101100R01,26.628,5.63,0.414999992,13.7321538,100.5516893
0101100R01,26.633,5.625,0.436666638,13.7321989,100.5516814
0101100R01,26.638,5.62,0.409999996,13.7322437,100.5516736
0101100R01,26.643,5.615,0.405000001,13.7322888,100.5516657
0101100R01,26.648,5.61,0.38499999,13.7323338,100.5516597
0101100R01,26.653,5.605,0.409999996,13.7323788,100.5516548
0101100R01,26.658,5.6,0.430000007,13.732424,100.5516498
0101100R01,26.663,5.595,0.430000007,13.732469,100.5516448
0101100R01,26.668,5.59,0.429999977,13.732514,100.5516396
0101100R01,26.673,5.585,0.435000002,13.7325589,100.5516344
0101100R01,26.678,5.58,0.425000012,13.7326039,100.5516292
0101100R01,26.683,5.575,0.449999958,13.7326487,100.5516242
0101100R01,26.688,5.57,0.426666647,13.7326934,100.5516193
0101100R01,26.693,5.565,0.394999981,13.7327385,100.5516143
0101100R01,26.698,5.56,0.403333336,13.7327832,100.5516095
0101100R01,26.703,5.555,0.413333327,13.7328281,100.5516049
0101100R01,26.708,5.55,0.409999996,13.7328729,100.5516003
0101100R01,26.713,5.545,0.419999987,13.7329177,100.5515958
0101100R01,26.718,5.54,0.393333316,13.732963,100.5515909
0101100R01,26.723,5.535,0.394999981,13.733008,100.551586
0101100R01,26.728,5.53,0.379999995,13.7330531,100.5515811
0101100R01,26.733,5.525,0.400000006,13.7330983,100.5515763
0101100R01,26.738,5.52,0.389999986,13.7331426,100.5515718
0101100R01,26.743,5.515,0.389999986,13.7331873,100.5515673
0101100R01,26.748,5.51,0.330000013,13.7332319,100.5515627
0101100R01,26.753,5.505,0.370000005,13.7332768,100.5515581
0101100R01,26.758,5.5,0.335000008,13.7333223,100.5515535
0101100R01,26.763,5.495,0.370000005,13.7333676,100.5515489
0101100R01,26.768,5.49,0.356666684,13.7334126,100.5515442
0101100R01,26.773,5.485,0.370000005,13.7334577,100.5515394
0101100R01,26.778,5.48,0.405000001,13.7335025,100.5515345
0101100R01,26.783,5.475,0.393333316,13.7335476,100.5515297
0101100R01,26.788,5.47,0.409999996,13.7335926,100.5515246
0101100R01,26.793,5.465,0.430000007,13.7336374,100.5515195
0101100R01,26.798,5.46,0.436666638,13.7336825,100.5515144
0101100R01,26.803,5.455,0.419999987,13.7337268,100.5515085
0101100R01,26.808,5.45,0.444999993,13.7337701,100.5515011
0101100R01,26.813,5.445,0.403333336,13.7338137,100.5514937
0101100R01,26.818,5.44,0.393333316,13.7338572,100.5514863
0101100R01,26.823,5.435,0.324999988,13.7339017,100.5514829
0101100R01,26.828,5.43,0.326666683,13.7339469,100.5514803
0101100R01,26.833,5.425,0.650000036,13.7339932,100.5514777
0101100R01,26.838,5.42,0.61500001,13.7340391,100.5514741
0101100R01,26.843,5.415,0.335000008,13.7340852,100.551469
0101100R01,26.848,5.41,0.413333327,13.734134,100.5514636
0101100R01,26.853,5.405,0.414999992,13.7341838,100.5514578
0101100R01,26.858,5.4,0.425000012,13.734233,100.5514512
0101100R01,26.863,5.395,0.406666666,13.7342859,100.5514441
0101100R01,26.868,5.39,0.394999981,13.7343232,100.5514411
0101100R01,26.873,5.385,0.454999983,13.7343598,100.5514386
0101100R01,26.878,5.38,0.816666663,13.7344021,100.5514344
0101100R01,26.883,5.375,0.336666673,13.7344489,100.5514292
0101100R01,26.888,5.37,0.665000021,13.7344942,100.5514246
0101100R01,26.893,5.365,0.620000005,13.7345392,100.5514199
0101100R01,26.898,5.36,0.48666665,13.7345844,100.5514152
0101100R01,26.903,5.355,0.050000001,13.7346295,100.551411
0101100R01,26.908,5.35,0.344999999,13.734674,100.5514073
0101100R01,26.913,5.345,0.530000031,13.7347184,100.5514031
0101100R01,26.918,5.34,0.379999995,13.7347629,100.5513989
0101100R01,26.923,5.335,0.349999994,13.7348071,100.5513952
0101100R01,26.928,5.33,0.383333325,13.7348526,100.5513892
0101100R01,26.933,5.325,0.389999986,13.7348985,100.5513826
0101100R01,26.938,5.32,0.419999987,13.7349437,100.5513781
0101100R01,26.943,5.315,0.413333327,13.7349889,100.5513733
0101100R01,26.948,5.31,0.416666657,13.7350339,100.5513681
0101100R01,26.953,5.305,0.400000006,13.7350788,100.5513629
0101100R01,26.958,5.3,0.416666657,13.7351243,100.5513576
0101100R01,26.963,5.295,0.423333317,13.7351698,100.5513524
0101100R01,26.968,5.29,0.425000012,13.7352146,100.5513477
0101100R01,26.973,5.285,0.409999996,13.7352597,100.5513426
0101100R01,26.978,5.28,0.433333308,13.7353049,100.5513373
0101100R01,26.983,5.275,0.414999992,13.7353525,100.551335
0101100R01,26.988,5.27,0.405000001,13.7353975,100.55133
0101100R01,26.993,5.265,0.376666665,13.7354396,100.5513218
0101100R01,26.998,5.26,0.409999996,13.7354843,100.5513162
0101100R01,27.003,5.255,0.430000007,13.7355289,100.5513111
0101100R01,27.008,5.25,0.419999987,13.7355746,100.5513061
0101100R01,27.013,5.245,0.233333334,13.7356198,100.5513013
0101100R01,27.018,5.24,0.290000021,13.7356649,100.5512968
0101100R01,27.023,5.235,0.313333303,13.7357094,100.5512923
0101100R01,27.028,5.23,0.313333333,13.7357548,100.5512876
0101100R01,27.033,5.225,0.330000013,13.7357995,100.5512829
0101100R01,27.038,5.22,0.305000007,13.7358444,100.551278
0101100R01,27.043,5.215,0.296666682,13.7358894,100.5512731
0101100R01,27.048,5.21,0.300000012,13.7359338,100.5512681
0101100R01,27.053,5.205,0.300000012,13.7359788,100.5512628
0101100R01,27.058,5.2,0.296666682,13.7360235,100.5512574
0101100R01,27.063,5.195,0.289999992,13.7360677,100.5512521
0101100R01,27.068,5.19,0.284999996,13.7361126,100.5512469
0101100R01,27.073,5.185,0.280000001,13.7361566,100.5512418
0101100R01,27.078,5.18,0.270000011,13.7362016,100.5512368
0101100R01,27.083,5.175,0.270000011,13.736246,100.5512319
0101100R01,27.088,5.17,0.25666666,13.7362907,100.5512271
0101100R01,27.093,5.165,0.25,13.7363357,100.5512223
0101100R01,27.098,5.16,0.270000011,13.7363803,100.5512176
0101100R01,27.103,5.155,0.25999999,13.7364247,100.5512133
0101100R01,27.108,5.15,0.25,13.7364689,100.5512091
0101100R01,27.113,5.145,0.245000005,13.7365136,100.5512046
0101100R01,27.118,5.14,0.239999995,13.7365584,100.5511997
0101100R01,27.123,5.135,0.239999995,13.7366031,100.5511949
0101100R01,27.128,5.13,0.239999995,13.7366483,100.5511898
0101100R01,27.133,5.125,0.25,13.7366929,100.5511847
0101100R01,27.138,5.12,0.266666651,13.7367377,100.5511796
0101100R01,27.143,5.115,0.25,13.7367829,100.5511745
0101100R01,27.148,5.11,0.239999995,13.7368282,100.5511694
0101100R01,27.153,5.105,0.25333333,13.7368734,100.5511642
0101100R01,27.158,5.1,0.280000001,13.7369178,100.5511591
0101100R01,27.163,5.095,0.25999999,13.736963,100.5511539
0101100R01,27.168,5.09,0.314999998,13.737008,100.5511489
0101100R01,27.173,5.085,0.303333342,13.7370529,100.551144
0101100R01,27.178,5.08,0.314999998,13.7370983,100.5511391
0101100R01,27.183,5.075,0.310000002,13.7371436,100.5511338
0101100R01,27.188,5.07,0.326666683,13.7371887,100.5511284
0101100R01,27.193,5.065,0.319999993,13.737234,100.5511231
0101100R01,27.198,5.06,0.340000004,13.7372791,100.5511179
0101100R01,27.203,5.055,0.343333334,13.7373236,100.5511127
0101100R01,27.208,5.05,0.326666683,13.7373688,100.551108
0101100R01,27.213,5.045,0.330000013,13.7374138,100.5511036
0101100R01,27.218,5.04,0.330000013,13.7374582,100.5510993
0101100R01,27.223,5.035,0.349999994,13.7375033,100.5510943
0101100R01,27.228,5.03,0.340000004,13.7375478,100.5510893
0101100R01,27.233,5.025,0.324999988,13.7375925,100.5510843
0101100R01,27.238,5.02,0.316666663,13.7376377,100.5510793
0101100R01,27.243,5.015,0.319999993,13.7376825,100.5510744
0101100R01,27.248,5.01,0.319999993,13.7377275,100.5510696
0101100R01,27.253,5.005,0.319999993,13.7377726,100.5510647
0101100R01,27.258,5,0.330000013,13.7378174,100.5510599
0101100R01,27.263,4.995,0.324999988,13.7378625,100.5510549
0101100R01,27.268,4.99,0.330000013,13.7379076,100.5510497
0101100R01,27.273,4.985,0.330000013,13.7379523,100.5510446
0101100R01,27.278,4.98,0.314999998,13.7379973,100.5510396
0101100R01,27.283,4.975,0.303333342,13.7380423,100.5510349
0101100R01,27.288,4.97,0.303333342,13.7380869,100.5510301
0101100R01,27.293,4.965,0.284999996,13.7381319,100.5510252
0101100R01,27.298,4.96,0.280000001,13.738177,100.5510202
0101100R01,27.303,4.955,0.280000001,13.7382218,100.5510152
0101100R01,27.308,4.95,0.280000001,13.7382668,100.5510101
0101100R01,27.313,4.945,0.280000001,13.7383115,100.5510052
0101100R01,27.318,4.94,0.270000011,13.7383563,100.5510002
0101100R01,27.323,4.935,0.270000011,13.7384012,100.5509952
0101100R01,27.328,4.93,0.264999986,13.7384459,100.5509903
0101100R01,27.333,4.925,0.280000001,13.7384908,100.5509853
0101100R01,27.338,4.92,0.276666671,13.7385358,100.5509804
0101100R01,27.343,4.915,0.295000017,13.7385805,100.5509755
0101100R01,27.348,4.91,0.310000002,13.7386254,100.5509706
0101100R01,27.353,4.905,0.310000002,13.7386705,100.5509655
0101100R01,27.358,4.9,0.340000004,13.7387154,100.5509603
0101100R01,27.363,4.895,0.330000013,13.7387606,100.5509551
0101100R01,27.368,4.89,0.303333342,13.7388057,100.5509498
0101100R01,27.373,4.885,0.305000007,13.7388502,100.5509446
0101100R01,27.378,4.88,0.319999993,13.738895,100.5509394
0101100R01,27.383,4.875,0.289999992,13.7389396,100.5509343
0101100R01,27.388,4.87,0.289999992,13.7389849,100.5509294
0101100R01,27.393,4.865,0.275000006,13.7390302,100.5509245
0101100R01,27.398,4.86,0.276666671,13.7390749,100.5509197
0101100R01,27.403,4.855,0.25,13.7391196,100.5509149
0101100R01,27.408,4.85,0.264999986,13.7391642,100.5509101
0101100R01,27.413,4.845,0.25,13.7392086,100.5509053
0101100R01,27.418,4.84,0.239999995,13.739254,100.5509001
0101100R01,27.423,4.835,0.25999999,13.7392993,100.550895
0101100R01,27.428,4.83,0.25999999,13.7393443,100.5508899
0101100R01,27.433,4.825,0.270000011,13.7393892,100.5508851
0101100R01,27.438,4.82,0.289999992,13.7394342,100.5508803
0101100R01,27.443,4.815,0.289999992,13.7394789,100.5508755
0101100R01,27.448,4.81,0.300000012,13.7395239,100.5508705
0101100R01,27.453,4.805,0.324999988,13.7395687,100.5508655
0101100R01,27.458,4.8,0.330000013,13.7396136,100.5508604
0101100R01,27.463,4.795,0.310000002,13.7396588,100.5508556
0101100R01,27.468,4.79,0.310000002,13.7397037,100.5508509
0101100R01,27.473,4.785,0.300000012,13.7397487,100.5508461
0101100R01,27.478,4.78,0.283333331,13.7397938,100.5508412
0101100R01,27.483,4.775,0.289999992,13.7398385,100.5508362
0101100R01,27.488,4.77,0.289999992,13.7398834,100.5508312
0101100R01,27.493,4.765,0.289999992,13.7399282,100.5508261
0101100R01,27.498,4.76,0.296666652,13.7399727,100.5508208
0101100R01,27.503,4.755,0.310000002,13.7400175,100.5508155
0101100R01,27.508,4.75,0.305000007,13.7400621,100.55081
0101100R01,27.513,4.745,0.303333342,13.7401064,100.5508035
0101100R01,27.518,4.74,0.310000002,13.7401509,100.5507969
0101100R01,27.523,4.735,0.310000002,13.7401953,100.5507904
0101100R01,27.528,4.73,0.306666672,13.7402395,100.550783
0101100R01,27.533,4.725,0.289999992,13.7402838,100.5507755
0101100R01,27.538,4.72,0.289999992,13.7403281,100.550768
0101100R01,27.543,4.715,0.263333321,13.7403735,100.5507644
0101100R01,27.548,4.71,0.25999999,13.7404194,100.5507622
0101100R01,27.553,4.705,0.254999995,13.7404652,100.55076
0101100R01,27.558,4.7,0.270000011,13.7405105,100.5507552
0101100R01,27.563,4.695,0.266666681,13.7405551,100.5507486
0101100R01,27.568,4.69,0.239999995,13.7405996,100.5507419
0101100R01,27.573,4.685,0.270000011,13.7406441,100.550735
0101100R01,27.578,4.68,0.25,13.7406887,100.5507276
0101100R01,27.583,4.675,0.25999999,13.7407331,100.5507203
0101100R01,27.588,4.67,0.25,13.7407776,100.5507129
0101100R01,27.593,4.665,0.25999999,13.7408219,100.5507055
0101100R01,27.598,4.66,0.266666651,13.740866,100.5506982
0101100R01,27.603,4.655,0.270000011,13.7409103,100.5506892
0101100R01,27.608,4.65,0.280000001,13.7409525,100.5506728
0101100R01,27.613,4.645,0.280000001,13.7409952,100.5506563
0101100R01,27.618,4.64,0.310000002,13.7410383,100.5506404
0101100R01,27.623,4.635,0.300000012,13.7410816,100.5506294
0101100R01,27.628,4.63,0.300000012,13.7411253,100.5506183
0101100R01,27.633,4.625,0.310000002,13.7411698,100.5506097
0101100R01,27.638,4.62,0.300000012,13.7412165,100.5506137
0101100R01,27.643,4.615,0.313333333,13.7412638,100.5506179
0101100R01,27.648,4.61,0.314999998,13.7413106,100.5506193
0101100R01,27.653,4.605,0.340000004,13.7413546,100.5506123
0101100R01,27.658,4.6,0.310000002,13.7413997,100.5506052
0101100R01,27.663,4.595,0.306666672,13.7414444,100.5505978
0101100R01,27.668,4.59,0.289999992,13.7414886,100.55059
0101100R01,27.673,4.585,0.303333342,13.7415338,100.5505821
0101100R01,27.678,4.58,0.319999993,13.7415782,100.5505744
0101100R01,27.683,4.575,0.310000002,13.7416227,100.5505668
0101100R01,27.688,4.57,0.300000012,13.7416672,100.5505592
0101100R01,27.693,4.565,0.319999993,13.7417111,100.550552
0101100R01,27.698,4.56,0.270000011,13.7417553,100.5505447
0101100R01,27.703,4.555,0.305000007,13.7418001,100.5505377
0101100R01,27.708,4.55,0.293333322,13.7418455,100.5505309
0101100R01,27.713,4.545,0.270000011,13.7418917,100.5505241
0101100R01,27.718,4.54,0.25,13.7419357,100.550518
0101100R01,27.723,4.535,0.239999995,13.7419804,100.5505118
0101100R01,27.728,4.53,0.209999993,13.742025,100.5505055
0101100R01,27.733,4.525,0.219999999,13.7420695,100.5504991
0101100R01,27.738,4.52,0.236666664,13.7421143,100.5504927
0101100R01,27.743,4.515,0.236666664,13.7421589,100.5504867
0101100R01,27.748,4.51,0.234999999,13.7422035,100.5504806
0101100R01,27.753,4.505,0.230000004,13.7422485,100.5504748
0101100R01,27.758,4.5,0.236666664,13.742294,100.550469
0101100R01,27.763,4.495,0.245000005,13.7423389,100.5504636
0101100R01,27.768,4.49,0.234999999,13.7423842,100.5504583
0101100R01,27.773,4.485,0.230000004,13.7424286,100.5504541
0101100R01,27.778,4.48,0.230000004,13.7424713,100.5504519
0101100R01,27.783,4.475,0.219999999,13.7425148,100.5504492
0101100R01,27.788,4.47,0.223333344,13.7425604,100.5504442
0101100R01,27.793,4.465,0.230000004,13.7426065,100.5504392
0101100R01,27.798,4.46,0.230000004,13.7426511,100.5504252
0101100R01,27.803,4.455,0.25999999,13.7426963,100.5504108
0101100R01,27.808,4.45,0.333333343,13.7427364,100.5504107
0101100R01,27.813,4.445,0.269999981,13.7427764,100.5504127
0101100R01,27.818,4.44,0.275000006,13.7428265,100.5504101
0101100R01,27.823,4.435,0.223333314,13.7428784,100.5504066
0101100R01,27.828,4.43,0.264999986,13.7429256,100.5503995
0101100R01,27.833,4.425,0.289999992,13.7429717,100.5503918
0101100R01,27.838,4.42,0.306666672,13.7430178,100.5503841
0101100R01,27.843,4.415,0.290000021,13.7430639,100.5503764
0101100R01,27.848,4.41,0.284999996,13.7431085,100.5503722
0101100R01,27.853,4.405,0.280000001,13.7431533,100.5503687
0101100R01,27.858,4.4,0.319999993,13.7431984,100.550364
0101100R01,27.863,4.395,0.340000004,13.7432434,100.5503591
0101100R01,27.868,4.39,0.330000013,13.7432883,100.5503537
0101100R01,27.873,4.385,0.349999994,13.7433331,100.5503483
0101100R01,27.878,4.38,0.379999995,13.7433779,100.5503433
0101100R01,27.883,4.375,0.314999998,13.7434233,100.5503384
0101100R01,27.888,4.37,0.280000001,13.7434682,100.5503342
0101100R01,27.893,4.365,0.25999999,13.7435126,100.5503303
0101100R01,27.898,4.36,0.234999999,13.7435578,100.550328
0101100R01,27.903,4.355,0.236666664,13.7436035,100.5503265
0101100R01,27.908,4.35,0.239999995,13.7436477,100.550323
0101100R01,27.913,4.345,0.245000005,13.7436917,100.5503185
0101100R01,27.918,4.34,0.233333334,13.7437361,100.5503135
0101100R01,27.923,4.335,0.213333324,13.7437811,100.5503084
0101100R01,27.928,4.33,0.239999995,13.7438267,100.5502993
0101100R01,27.933,4.325,0.24666667,13.7438725,100.5502887
0101100R01,27.938,4.32,0.24000001,13.7439134,100.5502843
0101100R01,27.943,4.315,0.264999986,13.743953,100.5502812
0101100R01,27.948,4.31,0.25999999,13.7440016,100.550276
0101100R01,27.953,4.305,0.270000011,13.744051,100.5502706
0101100R01,27.958,4.3,0.289999992,13.7440962,100.5502653
0101100R01,27.963,4.295,0.295000017,13.744141,100.55026
0101100R01,27.968,4.29,0.323333353,13.7441861,100.5502553
0101100R01,27.973,4.285,0.300000012,13.7442312,100.5502505
0101100R01,27.978,4.28,0.305000007,13.7442762,100.5502458
0101100R01,27.983,4.275,0.293333322,13.7443211,100.5502406
0101100R01,27.988,4.27,0.283333331,13.7443654,100.5502348
0101100R01,27.993,4.265,0.295000017,13.7444095,100.5502301
0101100R01,27.998,4.26,0.289999992,13.7444537,100.5502262
0101100R01,28.003,4.255,0.306666672,13.7444962,100.5502296
0101100R01,28.008,4.25,0.264999986,13.7445383,100.5502366
0101100R01,28.013,4.245,0.280000001,13.7445864,100.5502359
0101100R01,28.018,4.24,0.286666662,13.7446338,100.5502308
0101100R01,28.023,4.235,0.310000002,13.7446801,100.5502088
0101100R01,28.028,4.23,0.289999992,13.7447256,100.5501937
0101100R01,28.033,4.225,0.289999992,13.7447702,100.5501881
0101100R01,28.038,4.22,0.310000002,13.7448152,100.5501839
0101100R01,28.043,4.215,0.300000012,13.7448598,100.5501806
0101100R01,28.048,4.21,0.280000001,13.7449042,100.5501765
0101100R01,28.053,4.205,0.283333331,13.7449483,100.5501722
0101100R01,28.058,4.2,0.280000001,13.744992,100.5501685
0101100R01,28.063,4.195,0.283333331,13.7450355,100.5501648
0101100R01,28.068,4.19,0.299999982,13.7450795,100.5501606
0101100R01,28.073,4.185,0.289999992,13.7451237,100.5501564
0101100R01,28.078,4.18,0.280000001,13.7451687,100.5501521
0101100R01,28.083,4.175,0.25999999,13.7452142,100.5501477
0101100R01,28.088,4.17,0.280000001,13.7452602,100.5501434
0101100R01,28.093,4.165,0.25999999,13.7453061,100.5501395
0101100R01,28.098,4.16,0.25999999,13.7453514,100.5501361
0101100R01,28.103,4.155,0.25999999,13.745396,100.5501325
0101100R01,28.108,4.15,0.25,13.7454398,100.5501287
0101100R01,28.113,4.145,0.25,13.7454941,100.5501225
0101100R01,28.118,4.14,0.25666666,13.7455492,100.550116
0101100R01,28.123,4.135,0.295000017,13.7456033,100.5501096
0101100R01,28.128,4.13,0.286666662,13.7456558,100.5501033
0101100R01,28.133,4.125,0.270000011,13.7457068,100.5500973
0101100R01,28.138,4.12,0.275000006,13.745757,100.5500913
0101100R01,28.143,4.115,0.289999992,13.745806,100.5500855
0101100R01,28.148,4.11,0.286666662,13.7458544,100.5500798
0101100R01,28.153,4.105,0.280000001,13.7459021,100.5500741
0101100R01,28.158,4.1,0.270000011,13.7459488,100.5500686
0101100R01,28.163,4.095,0.280000001,13.7459949,100.5500631
0101100R01,28.168,4.09,0.234999999,13.7460403,100.5500577
0101100R01,28.173,4.085,0.200000003,13.7460848,100.5500525
0101100R01,28.178,4.08,0.263333321,13.7461287,100.5500472
0101100R01,28.183,4.075,0.273333341,13.7461721,100.5500421
0101100R01,28.188,4.07,0.264999986,13.7462149,100.550037
0101100R01,28.193,4.065,0.276666671,13.7462575,100.550032
0101100R01,28.198,4.06,0.25999999,13.7463001,100.5500269
0101100R01,28.203,4.055,0.25999999,13.7463424,100.5500219
0101100R01,28.208,4.05,0.254999995,13.7463849,100.5500169
0101100R01,28.213,4.045,0.209999993,13.7464273,100.5500118
0101100R01,28.218,4.04,0.335000008,13.7464703,100.5500067
0101100R01,28.223,4.035,0.239999995,13.7465137,100.5500016
0101100R01,28.228,4.03,0.24000001,13.7465573,100.5499964
0101100R01,28.233,4.025,0.25999999,13.7466016,100.5499911
0101100R01,28.238,4.02,0.264999986,13.7466465,100.5499858
0101100R01,28.243,4.015,0.25,13.7466915,100.5499805
0101100R01,28.248,4.01,0.236666664,13.7467369,100.5499751
0101100R01,28.253,4.005,0.245000005,13.7467823,100.5499697
0101100R01,28.258,4,0.25,13.7468274,100.5499644
0101100R01,28.263,3.995,0.24333334,13.7468726,100.549959
0101100R01,28.268,3.99,0.25,13.7469176,100.5499537
0101100R01,28.273,3.985,0.245000005,13.7469622,100.5499484
0101100R01,28.278,3.98,0.25999999,13.7470074,100.549943
0101100R01,28.283,3.975,0.25999999,13.7470527,100.5499376
0101100R01,28.288,3.97,0.234999999,13.7470987,100.5499322
0101100R01,28.293,3.965,0.236666664,13.7471452,100.5499267
0101100R01,28.298,3.96,0.264999986,13.7471913,100.5499212
0101100R01,28.303,3.955,0.245000005,13.7472373,100.5499157
0101100R01,28.308,3.95,0.280000001,13.7472828,100.5499103
0101100R01,28.313,3.945,0.286666662,13.7473276,100.549905
0101100R01,28.318,3.94,0.254999995,13.7473721,100.5498997
0101100R01,28.323,3.935,0.263333321,13.747416,100.5498945
0101100R01,28.328,3.93,0.26333335,13.7474593,100.5498894
0101100R01,28.333,3.925,0.264999986,13.7475023,100.5498843
0101100R01,28.338,3.92,0.25999999,13.7475449,100.5498792
0101100R01,28.343,3.915,0.25333333,13.7475868,100.5498743
0101100R01,28.348,3.91,0.270000011,13.7476287,100.5498693
0101100R01,28.353,3.905,0.25,13.7476702,100.5498644
0101100R01,28.358,3.9,0.286666662,13.7477111,100.5498595
0101100R01,28.363,3.895,0.275000006,13.7477519,100.5498547
0101100R01,28.368,3.89,0.204999998,13.7477922,100.5498499
0101100R01,28.373,3.885,0.203333333,13.7478324,100.5498451
0101100R01,28.378,3.88,0.203333333,13.7478725,100.5498404
0101100R01,28.383,3.875,0.314999998,13.747912,100.5498357
0101100R01,28.388,3.87,0.429999977,13.7479515,100.549831
0101100R01,28.393,3.865,0.213333324,13.7479908,100.5498263
0101100R01,28.398,3.86,0.219999999,13.7480296,100.5498217
0101100R01,28.403,3.855,0.239999995,13.7480684,100.5498171
0101100R01,28.408,3.85,0.289999992,13.7481069,100.5498126
0101100R01,28.413,3.845,0.264999986,13.748145,100.5498081
0101100R01,28.418,3.84,0.25999999,13.748183,100.5498035
0101100R01,28.423,3.835,0.25666666,13.7482396,100.5497929
0101100R01,28.428,3.83,0.239999995,13.7483057,100.5497792
0101100R01,28.433,3.825,0.264999986,13.7483557,100.5497723
0101100R01,28.438,3.82,0.286666662,13.7484006,100.5497675
0101100R01,28.443,3.815,0.280000001,13.7484457,100.5497627
0101100R01,28.448,3.81,0.264999986,13.7484903,100.5497579
0101100R01,28.453,3.805,0.270000011,13.7485348,100.5497531
0101100R01,28.458,3.8,0.313333333,13.7485795,100.5497484
0101100R01,28.463,3.795,0.310000002,13.7486244,100.5497433
0101100R01,28.468,3.79,0.289999992,13.7486692,100.5497382
0101100R01,28.473,3.785,0.270000011,13.748714,100.5497331
0101100R01,28.478,3.78,0.25999999,13.7487593,100.549728
0101100R01,28.483,3.775,0.25999999,13.7488042,100.5497229
0101100R01,28.488,3.77,0.273333341,13.7488493,100.549718
0101100R01,28.493,3.765,0.289999992,13.7488956,100.5497173
0101100R01,28.498,3.76,0.264999986,13.7489412,100.5497166
0101100R01,28.503,3.755,0.266666651,13.7489873,100.5497157
0101100R01,28.508,3.75,0.270000011,13.7490322,100.5497103
0101100R01,28.513,3.745,0.284999996,13.7490767,100.549705
0101100R01,28.518,3.74,0.283333331,13.7491215,100.5496997
0101100R01,28.523,3.735,0.306666672,13.7491654,100.5496957
0101100R01,28.528,3.73,0.25,13.7492098,100.5496917
0101100R01,28.533,3.725,0.239999995,13.7492544,100.5496875
0101100R01,28.538,3.72,0.25333333,13.7492996,100.5496828
