Section,Distance (km),Sub Distance (km),GNaverage,Latitude,Longtitude
0101100R01,28.543,3.715,0.234999999,13.7493454,100.549678
0101100R01,28.548,3.71,0.219999999,13.749391,100.5496732
0101100R01,28.553,3.705,0.219999984,13.7494361,100.5496688
0101100R01,28.558,3.7,0.219999999,13.7494816,100.5496644
0101100R01,28.563,3.695,0.224999994,13.7495267,100.5496593
0101100R01,28.568,3.69,0.230000004,13.7495709,100.5496521
0101100R01,28.573,3.685,0.230000004,13.7496153,100.549645
0101100R01,28.578,3.68,0.234999999,13.7496599,100.5496384
0101100R01,28.583,3.675,0.24000001,13.7497053,100.549633
0101100R01,28.588,3.67,0.239999995,13.7497505,100.5496276
0101100R01,28.593,3.665,0.234999999,13.7497959,100.5496216
0101100R01,28.598,3.66,0.234999999,13.7498419,100.5496144
0101100R01,28.603,3.655,0.239999995,13.7498878,100.5496071
0101100R01,28.608,3.65,0.25999999,13.7499329,100.5496006
0101100R01,28.613,3.645,0.264999986,13.7499767,100.5495956
0101100R01,28.618,3.64,0.280000001,13.7500205,100.5495908
0101100R01,28.623,3.635,0.284999996,13.7500641,100.549585
0101100R01,28.628,3.63,0.300000012,13.7501089,100.5495763
0101100R01,28.633,3.625,0.280000001,13.7501535,100.5495675
0101100R01,28.638,3.62,0.296666682,13.7501978,100.5495585
0101100R01,28.643,3.615,0.289999992,13.7502419,100.5495469
0101100R01,28.648,3.61,0.270000011,13.7502859,100.5495353
0101100R01,28.653,3.605,0.25,13.7503296,100.5495239
0101100R01,28.658,3.6,0.270000011,13.750374,100.5495133
0101100R01,28.663,3.595,0.270000011,13.750418,100.5495029
0101100R01,28.668,3.59,0.270000011,13.7504622,100.5494924
0101100R01,28.673,3.585,0.270000011,13.7505059,100.5494806
0101100R01,28.678,3.58,0.270000011,13.7505494,100.5494686
0101100R01,28.683,3.575,0.276666671,13.7505932,100.5494565
0101100R01,28.688,3.57,0.270000011,13.7506366,100.5494436
0101100R01,28.693,3.565,0.280000001,13.7506798,100.5494304
0101100R01,28.698,3.56,0.25999999,13.7507229,100.5494171
0101100R01,28.703,3.555,0.25666666,13.750766,100.5494031
0101100R01,28.708,3.55,0.25,13.7508087,100.5493885
0101100R01,28.713,3.545,0.25999999,13.7508513,100.5493738
0101100R01,28.718,3.54,0.25333333,13.7508936,100.5493584
0101100R01,28.723,3.535,0.264999986,13.7509349,100.5493413
0101100R01,28.728,3.53,0.270000011,13.7509763,100.5493242
0101100R01,28.733,3.525,0.273333341,13.7510178,100.549307
0101100R01,28.738,3.52,0.25,13.7510599,100.5492896
0101100R01,28.743,3.515,0.254999995,13.7511023,100.5492721
0101100R01,28.748,3.51,0.263333321,13.7511443,100.5492548
0101100R01,28.753,3.505,0.254999995,13.7511854,100.5492356
0101100R01,28.758,3.5,0.25,13.7512265,100.5492159
0101100R01,28.763,3.495,0.24666667,13.7512671,100.5491966
0101100R01,28.768,3.49,0.25,13.7513077,100.5491762
0101100R01,28.773,3.485,0.239999995,13.751348,100.5491553
0101100R01,28.778,3.48,0.24666667,13.7513879,100.5491346
0101100R01,28.783,3.475,0.25333333,13.7514283,100.5491139
0101100R01,28.788,3.47,0.245000005,13.7514691,100.5490934
0101100R01,28.793,3.465,0.25,13.7515097,100.5490731
0101100R01,28.798,3.46,0.25999999,13.7515506,100.5490527
0101100R01,28.803,3.455,0.25,13.7515902,100.5490307
0101100R01,28.808,3.45,0.234999999,13.7516296,100.5490086
0101100R01,28.813,3.445,0.223333344,13.751669,100.5489865
0101100R01,28.818,3.44,0.209999993,13.7517069,100.5489635
0101100R01,28.823,3.435,0.230000004,13.7517438,100.5489397
0101100R01,28.828,3.43,0.233333334,13.7517806,100.548916
0101100R01,28.833,3.425,0.230000004,13.7518172,100.5488911
0101100R01,28.838,3.42,0.239999995,13.7518537,100.5488612
0101100R01,28.843,3.415,0.233333334,13.75189,100.5488314
0101100R01,28.848,3.41,0.25999999,13.7519263,100.5488017
0101100R01,28.853,3.405,0.25,13.7519622,100.5487733
0101100R01,28.858,3.4,0.230000004,13.7519982,100.5487451
0101100R01,28.863,3.395,0.239999995,13.752034,100.5487171
0101100R01,28.868,3.39,0.230000004,13.7520695,100.5486882
0101100R01,28.873,3.385,0.239999995,13.7521047,100.5486584
0101100R01,28.878,3.38,0.219999984,13.7521397,100.5486288
0101100R01,28.883,3.375,0.239999995,13.7521747,100.5485989
0101100R01,28.888,3.37,0.204999998,13.7522087,100.5485681
0101100R01,28.893,3.365,0.226666674,13.7522425,100.5485376
0101100R01,28.898,3.36,0.233333334,13.7522767,100.5485068
0101100R01,28.903,3.355,0.219999999,13.7523102,100.5484748
0101100R01,28.908,3.35,0.230000004,13.7523438,100.5484424
0101100R01,28.913,3.345,0.24333334,13.7523776,100.5484098
0101100R01,28.918,3.34,0.239999995,13.7524086,100.5483785
0101100R01,28.923,3.335,0.239999995,13.7524379,100.5483477
0101100R01,28.928,3.33,0.239999995,13.7524672,100.5483169
0101100R01,28.933,3.325,0.239999995,13.7524966,100.5482846
0101100R01,28.938,3.32,0.25,13.7525266,100.5482476
0101100R01,28.943,3.315,0.25999999,13.7525566,100.5482105
0101100R01,28.948,3.31,0.25999999,13.7525867,100.5481734
0101100R01,28.953,3.305,0.254999995,13.7526162,100.5481413
0101100R01,28.958,3.3,0.24666667,13.7526459,100.5481092
0101100R01,28.963,3.295,0.24666667,13.7526754,100.5480772
0101100R01,28.968,3.29,0.245000005,13.7527053,100.5480421
0101100R01,28.973,3.285,0.25,13.7527353,100.548006
0101100R01,28.978,3.28,0.25333333,13.7527654,100.5479696
0101100R01,28.983,3.275,0.25,13.7527923,100.5479299
0101100R01,28.988,3.27,0.245000005,13.7528162,100.5478871
0101100R01,28.993,3.265,0.230000004,13.7528401,100.5478441
0101100R01,28.998,3.26,0.239999995,13.7528649,100.5478035
0101100R01,29.003,3.255,0.245000005,13.7528914,100.5477707
0101100R01,29.008,3.25,0.230000004,13.7529181,100.5477376
0101100R01,29.013,3.245,0.230000004,13.7529448,100.5477037
0101100R01,29.018,3.24,0.230000004,13.7529699,100.5476654
0101100R01,29.023,3.235,0.25,13.7529952,100.5476268
0101100R01,29.028,3.23,0.223333344,13.7530206,100.5475881
0101100R01,29.033,3.225,0.224999994,13.7530483,100.5475514
0101100R01,29.038,3.22,0.230000004,13.7530763,100.5475144
0101100R01,29.043,3.215,0.25999999,13.7531042,100.5474776
0101100R01,29.048,3.21,0.25,13.7531281,100.5474376
0101100R01,29.053,3.205,0.239999995,13.753151,100.5473967
0101100R01,29.058,3.2,0.226666674,13.7531738,100.547356
0101100R01,29.063,3.195,0.234999999,13.7531972,100.5473164
0101100R01,29.068,3.19,0.219999999,13.7532208,100.5472775
0101100R01,29.073,3.185,0.219999984,13.7532445,100.5472387
0101100R01,29.078,3.18,0.234999999,13.7532692,100.5472001
0101100R01,29.083,3.175,0.219999999,13.7532946,100.5471621
0101100R01,29.088,3.17,0.230000004,13.75332,100.547124
0101100R01,29.093,3.165,0.233333334,13.7533448,100.547082
0101100R01,29.098,3.16,0.219999999,13.753369,100.5470365
0101100R01,29.103,3.155,0.209999993,13.7533932,100.5469911
0101100R01,29.108,3.15,0.24333334,13.7534188,100.5469499
0101100R01,29.113,3.145,0.219999999,13.7534458,100.5469126
0101100R01,29.118,3.14,0.234999999,13.7534726,100.5468755
0101100R01,29.123,3.135,0.230000004,13.7535022,100.5468426
0101100R01,29.128,3.13,0.230000004,13.7535341,100.5468145
0101100R01,29.133,3.125,0.295000017,13.753566,100.5467862
0101100R01,29.138,3.12,0.313333333,13.7535972,100.5467541
0101100R01,29.143,3.115,0.379999995,13.7536272,100.546719
0101100R01,29.148,3.11,0.370000005,13.7536575,100.5466836
0101100R01,29.153,3.105,0.276666671,13.7536862,100.5466484
0101100R01,29.158,3.1,0.24666667,13.7537134,100.5466136
0101100R01,29.163,3.095,0.280000001,13.753741,100.5465785
0101100R01,29.168,3.09,0.25333333,13.7537711,100.5465445
0101100R01,29.173,3.085,0.323333323,13.7538022,100.5465113
0101100R01,29.178,3.08,0.305000007,13.7538337,100.5464778
0101100R01,29.183,3.075,0.305000007,13.7538672,100.5464466
0101100R01,29.188,3.07,0.303333342,13.7539014,100.5464159
0101100R01,29.193,3.065,0.310000002,13.753936,100.5463849
0101100R01,29.198,3.06,0.305000007,13.75397,100.5463531
0101100R01,29.203,3.055,0.333333343,13.7540047,100.5463206
0101100R01,29.208,3.05,0.335000008,13.7540384,100.5462883
0101100R01,29.213,3.045,0.300000012,13.754068,100.5462572
0101100R01,29.218,3.04,0.270000011,13.7540982,100.5462254
0101100R01,29.223,3.035,0.296666652,13.75413,100.5461937
0101100R01,29.228,3.03,0.324999988,13.7541631,100.5461617
0101100R01,29.233,3.025,0.313333333,13.7541966,100.5461293
0101100R01,29.238,3.02,0.340000004,13.7542368,100.546105
0101100R01,29.243,3.015,0.340000004,13.7542769,100.5460813
0101100R01,29.248,3.01,0.360000014,13.7543169,100.5460576
0101100R01,29.253,3.005,0.330000013,13.7543566,100.5460341
0101100R01,29.258,3,0.319999993,13.7543959,100.5460108
0101100R01,29.263,2.995,0.335000008,13.7544351,100.5459876
0101100R01,29.268,2.99,0.376666665,13.7544738,100.5459646
0101100R01,29.273,2.985,0.349999994,13.7545124,100.5459417
0101100R01,29.278,2.98,0.280000001,13.754551,100.5459184
0101100R01,29.283,2.975,0.340000004,13.754589,100.5458953
0101100R01,29.288,2.97,0.326666683,13.7546285,100.5458729
0101100R01,29.293,2.965,0.310000002,13.7546698,100.5458513
0101100R01,29.298,2.96,0.286666662,13.7547107,100.54583
0101100R01,29.303,2.955,0.280000001,13.7547516,100.5458087
0101100R01,29.308,2.95,0.270000011,13.7547922,100.5457877
0101100R01,29.313,2.945,0.280000001,13.7548328,100.5457667
0101100R01,29.318,2.94,0.280000001,13.7548739,100.5457477
0101100R01,29.323,2.935,0.284999996,13.7549149,100.545729
0101100R01,29.328,2.93,0.280000001,13.7549556,100.5457104
0101100R01,29.333,2.925,0.280000001,13.7549971,100.5456911
0101100R01,29.338,2.92,0.289999992,13.7550384,100.5456719
0101100R01,29.343,2.915,0.25999999,13.7550796,100.5456528
0101100R01,29.348,2.91,0.270000011,13.7551215,100.5456338
0101100R01,29.353,2.905,0.286666662,13.7551631,100.5456149
0101100R01,29.358,2.9,0.280000001,13.7552051,100.5455961
0101100R01,29.363,2.895,0.300000012,13.7552475,100.5455773
0101100R01,29.368,2.89,0.263333321,13.7552895,100.5455587
0101100R01,29.373,2.885,0.264999986,13.7553313,100.5455402
0101100R01,29.378,2.88,0.295000017,13.755373,100.5455218
0101100R01,29.383,2.875,0.310000002,13.7554141,100.5455036
0101100R01,29.388,2.87,0.340000004,13.7554553,100.5454857
0101100R01,29.393,2.865,0.310000002,13.7554964,100.545468
0101100R01,29.398,2.86,0.349999994,13.7555369,100.5454505
0101100R01,29.403,2.855,0.349999994,13.7555784,100.5454326
0101100R01,29.408,2.85,0.319999993,13.75562,100.5454145
0101100R01,29.413,2.845,0.319999993,13.7556612,100.5453967
0101100R01,29.418,2.84,0.319999993,13.7557032,100.5453788
0101100R01,29.423,2.835,0.314999998,13.7557454,100.5453611
0101100R01,29.428,2.83,0.340000004,13.7557877,100.5453434
0101100R01,29.433,2.825,0.340000004,13.7558294,100.5453254
0101100R01,29.438,2.82,0.340000004,13.7558704,100.5453073
0101100R01,29.443,2.815,0.330000013,13.7559115,100.5452892
0101100R01,29.448,2.81,0.310000002,13.7559514,100.5452687
0101100R01,29.453,2.805,0.324999988,13.7559892,100.5452431
0101100R01,29.458,2.8,0.305000007,13.756027,100.5452176
0101100R01,29.463,2.795,0.300000012,13.756066,100.5451948
0101100R01,29.468,2.79,0.330000013,13.7561128,100.545187
0101100R01,29.473,2.785,0.340000004,13.7561595,100.5451793
0101100R01,29.478,2.78,0.293333322,13.7562062,100.5451715
0101100R01,29.483,2.775,0.236666679,13.7562484,100.5451557
0101100R01,29.488,2.77,0.284999996,13.7562903,100.5451393
0101100R01,29.493,2.765,0.230000004,13.7563324,100.5451229
0101100R01,29.498,2.76,0.233333334,13.7563733,100.5451019
0101100R01,29.503,2.755,0.264999986,13.7564141,100.5450785
0101100R01,29.508,2.75,0.25999999,13.7564545,100.5450554
0101100R01,29.513,2.745,0.276666671,13.7564956,100.5450347
0101100R01,29.518,2.74,0.275000006,13.7565375,100.5450172
0101100R01,29.523,2.735,0.25999999,13.756579,100.545
0101100R01,29.528,2.73,0.280000001,13.7566207,100.5449827
0101100R01,29.533,2.725,0.280000001,13.7566631,100.5449656
0101100R01,29.538,2.72,0.270000011,13.756705,100.5449487
0101100R01,29.543,2.715,0.25999999,13.7567473,100.5449317
0101100R01,29.548,2.71,0.270000011,13.7567896,100.5449158
0101100R01,29.553,2.705,0.25999999,13.7568318,100.5449001
0101100R01,29.558,2.7,0.346666664,13.7568744,100.5448843
0101100R01,29.563,2.695,0.356666684,13.7569171,100.5448708
0101100R01,29.568,2.69,0.340000004,13.75696,100.5448592
0101100R01,29.573,2.685,0.335000008,13.7570032,100.5448476
0101100R01,29.578,2.68,0.313333333,13.7570461,100.5448347
0101100R01,29.583,2.675,0.319999993,13.7570894,100.5448181
0101100R01,29.588,2.67,0.349999994,13.7571326,100.5448016
0101100R01,29.593,2.665,0.349999994,13.7571758,100.5447851
0101100R01,29.598,2.66,0.335000008,13.7572166,100.5447718
0101100R01,29.603,2.655,0.335000008,13.7572575,100.5447584
0101100R01,29.608,2.65,0.289999992,13.7572983,100.5447452
0101100R01,29.613,2.645,0.326666683,13.7573386,100.5447306
0101100R01,29.618,2.64,0.349999994,13.757379,100.5447156
0101100R01,29.623,2.635,0.349999994,13.7574191,100.5447007
0101100R01,29.628,2.63,0.349999994,13.7574635,100.5446911
0101100R01,29.633,2.625,0.344999999,13.7575111,100.544686
0101100R01,29.638,2.62,0.314999998,13.7575582,100.5446809
0101100R01,29.643,2.615,0.293333322,13.7576056,100.5446758
0101100R01,29.648,2.61,0.284999996,13.7576527,100.5446707
0101100R01,29.653,2.605,0.355000019,13.7576998,100.5446656
0101100R01,29.658,2.6,0.300000012,13.7577468,100.5446604
0101100R01,29.663,2.595,0.289999992,13.7577923,100.5446552
0101100R01,29.668,2.59,0.300000012,13.7578379,100.54465
0101100R01,29.673,2.585,0.273333341,13.7578834,100.5446448
0101100R01,29.678,2.58,0.25999999,13.7579282,100.5446411
0101100R01,29.683,2.575,0.25999999,13.7579731,100.5446378
0101100R01,29.688,2.57,0.223333314,13.7580179,100.5446344
0101100R01,29.693,2.565,0.230000004,13.758063,100.5446327
0101100R01,29.698,2.56,0.224999994,13.7581086,100.544632
0101100R01,29.703,2.555,0.234999999,13.7581541,100.5446314
0101100R01,29.708,2.55,0.25999999,13.7581994,100.5446315
0101100R01,29.713,2.545,0.25,13.7582446,100.5446333
0101100R01,29.718,2.54,0.25999999,13.7582899,100.5446351
0101100R01,29.723,2.535,0.25999999,13.7583349,100.5446369
0101100R01,29.728,2.53,0.234999999,13.7583797,100.544641
0101100R01,29.733,2.525,0.239999995,13.7584243,100.5446452
0101100R01,29.738,2.52,0.25,13.7584692,100.5446494
0101100R01,29.743,2.515,0.230000004,13.7585139,100.5446557
0101100R01,29.748,2.51,0.204999998,13.7585581,100.5446632
0101100R01,29.753,2.505,0.223333344,13.7586024,100.5446707
0101100R01,29.758,2.5,0.196666673,13.7586468,100.544679
0101100R01,29.763,2.495,0.215000004,13.7586906,100.5446891
0101100R01,29.768,2.49,0.25999999,13.7587344,100.5446992
0101100R01,29.773,2.485,0.219999984,13.7587783,100.5447094
0101100R01,29.778,2.48,0.204999998,13.7588218,100.5447211
0101100R01,29.783,2.475,0.275000006,13.7588655,100.544733
0101100R01,29.788,2.47,0.293333322,13.7589091,100.5447449
0101100R01,29.793,2.465,0.300000012,13.7589527,100.5447577
0101100R01,29.798,2.46,0.305000007,13.7589968,100.5447713
0101100R01,29.803,2.455,0.373333335,13.7590404,100.5447849
0101100R01,29.808,2.45,0.336666673,13.7590838,100.5447994
0101100R01,29.813,2.445,0.330000013,13.7591256,100.5448166
0101100R01,29.818,2.44,0.330000013,13.7591673,100.5448337
0101100R01,29.823,2.435,0.330000013,13.7592092,100.5448509
0101100R01,29.828,2.43,0.340000004,13.7592494,100.5448736
0101100R01,29.833,2.425,0.324999988,13.7592893,100.5448968
0101100R01,29.838,2.42,0.319999993,13.7593295,100.5449201
0101100R01,29.843,2.415,0.340000004,13.759371,100.5449403
0101100R01,29.848,2.41,0.310000002,13.7594131,100.5449585
0101100R01,29.853,2.405,0.323333353,13.7594554,100.5449768
0101100R01,29.858,2.4,0.300000012,13.7594966,100.5449971
0101100R01,29.863,2.395,0.310000002,13.7595342,100.5450221
0101100R01,29.868,2.39,0.286666662,13.7595721,100.5450474
0101100R01,29.873,2.385,0.313333333,13.7596097,100.5450725
0101100R01,29.878,2.38,0.319999993,13.7596458,100.5450957
0101100R01,29.883,2.375,0.313333333,13.7596818,100.5451188
0101100R01,29.888,2.37,0.323333323,13.7597175,100.5451417
0101100R01,29.893,2.365,0.335000008,13.7597541,100.545167
0101100R01,29.898,2.36,0.295000017,13.7597913,100.545194
0101100R01,29.903,2.355,0.306666672,13.7598281,100.5452208
0101100R01,29.908,2.35,0.300000012,13.759865,100.545248
0101100R01,29.913,2.345,0.289999992,13.7599013,100.5452762
0101100R01,29.918,2.34,0.310000002,13.7599374,100.5453042
0101100R01,29.923,2.335,0.300000012,13.7599735,100.5453323
0101100R01,29.928,2.33,0.330000013,13.7600088,100.5453614
0101100R01,29.933,2.325,0.340000004,13.7600439,100.5453906
0101100R01,29.938,2.32,0.310000002,13.7600792,100.5454199
0101100R01,29.943,2.315,0.284999996,13.760114,100.5454496
0101100R01,29.948,2.31,0.25999999,13.7601486,100.5454797
0101100R01,29.953,2.305,0.289999992,13.7601832,100.5455098
0101100R01,29.958,2.3,0.340000004,13.7602174,100.54554
0101100R01,29.963,2.295,0.310000002,13.7602508,100.545571
0101100R01,29.968,2.29,0.313333333,13.760284,100.5456018
0101100R01,29.973,2.285,0.280000001,13.7603172,100.5456326
0101100R01,29.978,2.28,0.270000011,13.7603504,100.5456642
0101100R01,29.983,2.275,0.300000012,13.7603836,100.5456959
0101100R01,29.988,2.27,0.295000017,13.7604167,100.5457275
0101100R01,29.993,2.265,0.270000011,13.7604495,100.5457593
0101100R01,29.998,2.26,0.283333331,13.7604822,100.5457913
0101100R01,30.003,2.255,0.333333343,13.7605146,100.5458231
0101100R01,30.008,2.25,0.264999986,13.7605472,100.5458552
0101100R01,30.013,2.245,0.273333341,13.7605806,100.5458886
0101100R01,30.018,2.24,0.223333314,13.7606137,100.5459217
0101100R01,30.023,2.235,0.234999999,13.7606472,100.5459552
0101100R01,30.028,2.23,0.270000011,13.7606792,100.5459864
0101100R01,30.033,2.225,0.289999992,13.7607106,100.5460167
0101100R01,30.038,2.22,0.289999992,13.7607422,100.546047
0101100R01,30.043,2.215,0.25999999,13.7607744,100.546077
0101100R01,30.048,2.21,0.226666674,13.7608094,100.5461071
0101100R01,30.053,2.205,0.155000001,13.7608445,100.5461372
0101100R01,30.058,2.2,0.109999999,13.7608793,100.546167
0101100R01,30.063,2.195,0.156666666,13.7609153,100.5461952
0101100R01,30.068,2.19,0.076666668,13.7609516,100.5462232
0101100R01,30.073,2.185,0.094999999,13.7609876,100.546251
0101100R01,30.078,2.18,0.090000004,13.7610213,100.5462819
0101100R01,30.083,2.175,0.106666662,13.761052,100.5463161
0101100R01,30.088,2.17,0.129999995,13.7610826,100.5463502
0101100R01,30.093,2.165,0.100000001,13.7611133,100.5463845
0101100R01,30.098,2.16,0.113333322,13.761144,100.5464187
0101100R01,30.103,2.155,0.13499999,13.7611746,100.5464528
0101100R01,30.108,2.15,0.109999999,13.7612053,100.546487
0101100R01,30.113,2.145,0.100000001,13.7612359,100.5465212
0101100R01,30.118,2.14,0.090000004,13.7612667,100.5465555
0101100R01,30.123,2.135,0.105000004,13.7612975,100.5465898
0101100R01,30.128,2.13,0.113333322,13.7613292,100.5466225
0101100R01,30.133,2.125,0.109999992,13.7613645,100.5466508
0101100R01,30.138,2.12,0.094999999,13.7613999,100.546679
0101100R01,30.143,2.115,0.096666671,13.7614351,100.5467071
0101100R01,30.148,2.11,0.086666666,13.7614712,100.5467369
0101100R01,30.153,2.105,0.090000004,13.7615073,100.5467668
0101100R01,30.158,2.1,0.224999994,13.7615432,100.5467966
0101100R01,30.163,2.095,0.216666654,13.7615789,100.5468224
0101100R01,30.168,2.09,0.145000011,13.761614,100.5468432
0101100R01,30.173,2.085,0.119999997,13.761649,100.5468639
0101100R01,30.178,2.08,0.156666681,13.7616843,100.546885
0101100R01,30.183,2.075,0.13499999,13.7617231,100.5469169
0101100R01,30.188,2.07,0.105000004,13.7617621,100.546949
0101100R01,30.193,2.065,0.113333322,13.761801,100.5469809
0101100R01,30.198,2.06,0.196666673,13.7618388,100.5470088
0101100R01,30.203,2.055,0.129999995,13.7618762,100.5470344
0101100R01,30.208,2.05,0.133333325,13.7619134,100.5470598
0101100R01,30.213,2.045,0.146666676,13.7619506,100.5470848
0101100R01,30.218,2.04,0.230000004,13.7619894,100.5471087
0101100R01,30.223,2.035,0.224999994,13.762028,100.5471324
0101100R01,30.228,2.03,0.140000001,13.7620664,100.547156
0101100R01,30.233,2.025,0.159999996,13.7621053,100.5471794
0101100R01,30.238,2.02,0.145000011,13.7621444,100.5472025
0101100R01,30.243,2.015,0.193333328,13.7621833,100.5472255
0101100R01,30.248,2.01,0.129999995,13.7622222,100.5472483
0101100R01,30.253,2.005,0.200000003,13.7622615,100.5472704
0101100R01,30.258,2,0.140000001,13.7623009,100.5472925
0101100R01,30.263,1.995,0.126666665,13.7623404,100.5473147
0101100R01,30.268,1.99,0.119999997,13.7623797,100.5473371
0101100R01,30.273,1.985,0.173333332,13.7624191,100.5473598
0101100R01,30.278,1.98,0.116666667,13.7624587,100.5473825
0101100R01,30.283,1.975,0.159999996,13.762498,100.5474051
0101100R01,30.288,1.97,0.155000001,13.7625378,100.5474273
0101100R01,30.293,1.965,0.123333335,13.7625775,100.5474494
0101100R01,30.298,1.96,0.109999999,13.762617,100.5474714
0101100R01,30.303,1.955,0.109999999,13.7626569,100.5474936
0101100R01,30.308,1.95,0.119999997,13.7626967,100.5475156
0101100R01,30.313,1.945,0.175000012,13.7627363,100.5475375
0101100R01,30.318,1.94,0.100000001,13.7627761,100.5475595
0101100R01,30.323,1.935,0.109999992,13.7628153,100.5475801
0101100R01,30.328,1.93,0.123333335,13.7628546,100.5476007
0101100R01,30.333,1.925,0.159999996,13.7628938,100.5476213
0101100R01,30.338,1.92,0.129999995,13.7629336,100.5476418
0101100R01,30.343,1.915,0.103333332,13.7629744,100.5476624
0101100R01,30.348,1.91,0.100000001,13.7630151,100.5476829
0101100R01,30.353,1.905,0.090000004,13.7630557,100.5477033
0101100R01,30.358,1.9,0.140000001,13.7630962,100.5477248
0101100R01,30.363,1.895,0.079999998,13.7631367,100.5477466
0101100R01,30.368,1.89,0.085000001,13.763177,100.5477682
0101100R01,30.373,1.885,0.083333336,13.7632174,100.5477899
0101100R01,30.378,1.88,0.155000001,13.7632583,100.5478118
0101100R01,30.383,1.875,0.090000004,13.763299,100.5478336
0101100R01,30.388,1.87,0.079999998,13.7633398,100.5478553
0101100R01,30.393,1.865,0.086666666,13.763381,100.5478749
0101100R01,30.398,1.86,0.075000003,13.7634221,100.5478928
0101100R01,30.403,1.855,0.090000004,13.7634634,100.5479109
0101100R01,30.408,1.85,0.076666668,13.7635046,100.5479288
0101100R01,30.413,1.845,0.155000001,13.7635456,100.5479482
0101100R01,30.418,1.84,0.150000006,13.7635868,100.5479677
0101100R01,30.423,1.835,0.153333336,13.7636277,100.547987
0101100R01,30.428,1.83,0.145000011,13.7636694,100.5480055
0101100R01,30.433,1.825,0.159999996,13.7637119,100.5480223
0101100R01,30.438,1.82,0.153333336,13.7637542,100.548039
0101100R01,30.443,1.815,0.204999998,13.7637968,100.5480558
0101100R01,30.448,1.81,0.170000002,13.7638389,100.5480728
0101100R01,30.453,1.805,0.133333325,13.7638807,100.5480898
0101100R01,30.458,1.8,0.153333336,13.7639227,100.5481069
0101100R01,30.463,1.795,0.194999993,13.7639647,100.5481238
0101100R01,30.468,1.79,0.173333347,13.7640073,100.5481403
0101100R01,30.473,1.785,0.170000002,13.7640498,100.5481568
0101100R01,30.478,1.78,0.155000001,13.7640922,100.5481732
0101100R01,30.483,1.775,0.24000001,13.7641348,100.5481896
0101100R01,30.488,1.77,0.176666677,13.7641774,100.5482057
0101100R01,30.493,1.765,0.159999996,13.7642199,100.5482218
